LocalAuthority,IndicatorCode,Year,LA_IndicatorCash,LA_NumeratorCash,LA_DenominatorCash,Scotland_IndicatorCash,Scotland_NumeratorCash,Scotland_DenominatorCash,IndicatorCash_FG,NumeratorCash_FG,DenominatorCash_FG,FamilyGroup
North Lanarkshire,HSN02,2022-23,0.00891739,1234940,138000000,0.017087332,22152924,1300000000,0.012675539,787095.6,66804376.8,Most Deprived
North Lanarkshire,HSN03,2013-14,0.8248,30424,36885,0.836904591,262583,313755,0.87792,14982.4,17336,Most Deprived
North Lanarkshire,HSN03,2014-15,0.9053,33347,36834,0.903758506,286336,316828,0.93586,16022,17249.2,Most Deprived
North Lanarkshire,HSN03,2015-16,0.9198,33775,36719,0.924963907,292789,316541,0.93822,16076.2,17191.2,Most Deprived
North Lanarkshire,HSN03,2016-17,0.9454,34518,36512,0.936319803,294584,314619,0.94826,16155.8,17021.2,Most Deprived
North Lanarkshire,HSN03,2017-18,0.954674377,34669,36315,0.938909329,295256,314467,0.956159759,16201.8,16926.2,Most Deprived
North Lanarkshire,HSN03,2018-19,0.97880023,35782,36557,0.943216506,297565,315479,0.965544378,16399.4,16897.2,Most Deprived
North Lanarkshire,HSN03,2019-20,0.988263421,36376,36808,0.948621546,300252,316514,0.975532948,16526.2,16866.2,Most Deprived
North Lanarkshire,HSN03,2020-21,0.897966949,33038,36792,0.902551941,286970,317954,0.931061561,15592.6,16868.2,Most Deprived
North Lanarkshire,HSN03,2021-22,0.699954006,25871,36961,0.684538024,219582,320774,0.573325584,10476.4,16978.2,Most Deprived
North Lanarkshire,HSN03,2022-23,0.803733,29411,36593,0.7091358,228853,322721,0.6998467,12501.6,16970.4,Most Deprived
North Lanarkshire,HSN04b,2013-14,9.06,839289,92647,10.16764276,8425346,828643,9.058,387102.2,43484.6,Most Deprived
North Lanarkshire,HSN04b,2014-15,8.71,700864,80423,9.875812318,7648629,774481,10.862,428779.8,41968.6,Most Deprived
North Lanarkshire,HSN04b,2015-16,7.62,611493,80228,9.384331366,7263998,774056,9.022,355763.8,40783.8,Most Deprived
North Lanarkshire,HSN04b,2016-17,8.01,627395,78330,8.724794103,6202587,710915,8.41,310619.6,37784.8,Most Deprived
North Lanarkshire,HSN04b,2017-18,7.341959713,537615,73225,7.500988933,5157755,687610,5.886812333,237132,39312.6,Most Deprived
North Lanarkshire,HSN04b,2018-19,7.724891523,583940,75592,7.79709406,5153809,660991,6.19287022,263480,40461.4,Most Deprived
North Lanarkshire,HSN04b,2019-20,6.952322722,528745,76053,7.333695305,4565350,622517,6.219124494,246760,39259.6,Most Deprived
North Lanarkshire,HSN04b,2020-21,4.269797219,290786,68103,7.279224385,3041522,417836,6.508870939,181998.2,32904.4,Most Deprived
North Lanarkshire,HSN04b,2021-22,6.191556543,529440,85510,9.1860436,5282416,575048,8.115172946,297802,39216.4,Most Deprived
North Lanarkshire,HSN04b,2022-23,6.836448976,591346,86499,9.680170949,5701127,588949,9.880370881,393972,41118.2,Most Deprived
North Lanarkshire,HSN05a,2015-16,0.7921,29086,36719,0.651651025,206228,316470,0.75104,13205.4,17191.2,Most Deprived
North Lanarkshire,HSN05a,2016-17,0.7273,26554,36512,0.711917072,222929,313139,0.77034,13007.8,17021.2,Most Deprived
North Lanarkshire,HSN05a,2017-18,0.7462,27099,36315,0.753439736,236837,314341,0.79242,13302.2,16926.2,Most Deprived
North Lanarkshire,HSN05a,2018-19,0.7929,28987,36557,0.809339262,255196,315314,0.87432,14428,16897.2,Most Deprived
North Lanarkshire,HSN05a,2019-20,0.872038687,32098,36808,0.840972227,265796,316058,0.900506569,15099.6,16863.8,Most Deprived
North Lanarkshire,HSN05a,2020-21,0.904109589,33264,36792,0.863548533,273953,317241,0.914552746,15415.4,16868.2,Most Deprived
North Lanarkshire,HSN05a,2021-22,0.911014312,33672,36961,0.876337667,280393,319960,0.918336045,15591,16978.2,Most Deprived
North Lanarkshire,SW01,2010-11,18.75,1272310,23853,20.14,435041,21602215.96,21.2175,922818.845,19311.5,Most Deprived
North Lanarkshire,SW01,2011-12,18.95,1202825,22791,19.77,435328.581,22016337.2,19.59125,941876.195,18299.125,Most Deprived
North Lanarkshire,SW01,2012-13,19.79,1239407,24531,20.47,456571.26,22308242.84,20.2075,929050.07,19035.125,Most Deprived
North Lanarkshire,SW01,2013-14,18.98,1384825,26282,20.25,473916,23400190.84,19.855,956617.48,19278.625,Most Deprived
North Lanarkshire,SW01,2014-15,19.88,1491997,29655,20.24,478739,23650952,19.97125,1006055.57,19172.25,Most Deprived
North Lanarkshire,SW01,2015-16,21.61,1460134,31556,21.19,491347,23185760,22.19625,932687.665,19800.5,Most Deprived
North Lanarkshire,SW01,2016-17,25.76,1444209,37196,22.64,536137,23685883.52,26.2375,903546.605,21755.25,Most Deprived
North Lanarkshire,SW01,2017-18,28.19,1422096,40091,23.77,563725,23712614.92,27.86625,850187.2171,22180.125,Most Deprived
North Lanarkshire,SW01,2018-19,23.79,1750580,41654,24.7,582874,23595781.56,29.41,877865.3,24612.625,Most Deprived
North Lanarkshire,SW01,2019-20,33.31,1696217.25,56500,25.39,621082,24457442.5,32.10375,911986.8713,28065.125,Most Deprived
North Lanarkshire,SW01,2020-21,28.52,1673265.75,47726,27.62,674636,24422666.09,36.0725,879000.5738,27981.5,Most Deprived
North Lanarkshire,SW01,2021-22,31.28,1704927.25,53328,28.66,710530.3373,24790938.16,35.945,872346.9011,29339.5,Most Deprived
North Lanarkshire,SW02,2010-11,0,0,145353,0.0158,40275,2553788,0.016425,2329.25,129258.375,Urban
North Lanarkshire,SW02,2011-12,0.013,1889,145353,0.0294,75938.912,2585837,0.0288,6234.875,133659.875,Urban
North Lanarkshire,SW02,2012-13,0.017,2391,140563,0.0595,159104,2672604,0.056125,15805.875,136547.75,Urban
North Lanarkshire,SW02,2013-14,0.0194,2726,140386,0.0644,176308,2738703,0.0604875,16947.5,140741.375,Urban
North Lanarkshire,SW02,2014-15,0.0238,3544,148833,0.069,192980,2796594,0.0638875,17728.5,144528.25,Urban
North Lanarkshire,SW02,2015-16,0.0232,3620,155791,0.0665,191422,2876228,0.0624125,15993.5,146949,Urban
North Lanarkshire,SW02,2016-17,0.0213,3653,171144,0.0636,192362,3025639,0.0549125,13248.875,157704.875,Urban
North Lanarkshire,SW02,2017-18,0.0237,4218,178319,0.068,211686,3112767,0.0596,14833.25,162504.875,Urban
North Lanarkshire,SW02,2018-19,0.0264,4932,186771,0.0725,240003,3312476,0.065125,17482.625,172595.125,Urban
North Lanarkshire,SW02,2019-20,0.2753,54136,196624,0.0769,265984,3458888,0.0870125,19555.875,179368.125,Urban
North Lanarkshire,SW02,2020-21,0.2733,55887,204451,0.0813,306373.363,3768337,0.091625,23683.17038,194216.375,Urban
North Lanarkshire,SW02,2021-22,0.2819,58826,208685,0.084,329238,3920394,0.090825,23806.5,201606.75,Urban
North Lanarkshire,SW03a,2010-11,0.628965851,,,0.589393084,,,0.614811394,,,Most Deprived
North Lanarkshire,SW03a,2011-12,0.63892944,,,0.591771475,,,0.627027534,,,Most Deprived
North Lanarkshire,SW03a,2012-13,0.652968037,,,0.597931349,,,0.627360495,,,Most Deprived
North Lanarkshire,SW03a,2013-14,0.660189683,,,0.597709628,,,0.622609256,,,Most Deprived
North Lanarkshire,SW03a,2014-15,0.691590859,,,0.599917216,,,0.632157008,,,Most Deprived
North Lanarkshire,SW03a,2015-16,0.700065062,,,0.606979596,,,0.645136052,,,Most Deprived
North Lanarkshire,SW03a,2016-17,0.713309828,,,0.601206663,,,0.649124732,,,Most Deprived
North Lanarkshire,SW03a,2017-18,0.701126126,,,0.617479785,,,0.662310428,,,Most Deprived
North Lanarkshire,SW03a,2018-19,0.687457162,,,0.610163094,,,0.639951845,,,Most Deprived
North Lanarkshire,SW03a,2019-20,0.676877658,,,0.606765932,,,0.643594277,,,Most Deprived
North Lanarkshire,SW03a,2020-21,0.68082576,,,0.617124173,,,0.652055567,,,Most Deprived
North Lanarkshire,SW03a,2021-22,0.676128786,,,0.6188,,,0.645478641,,,Most Deprived
North Lanarkshire,SW03a,2022-23,0.650165017,,,0.615180304,,,0.644419873,,,Most Deprived
North Lanarkshire,SW04b,2013-14,0.86644,,,0.85,,,0.866788625,,,Most Deprived
North Lanarkshire,SW04b,2015-16,0.858506259,,,0.84,,,0.863941358,,,Most Deprived
North Lanarkshire,SW04b,2017-18,0.7559,,,0.7997,,,0.7826,,,Most Deprived
North Lanarkshire,SW04b,2019-20,0.757138,,,0.800251,,,0.810715875,,,Most Deprived
North Lanarkshire,SW04b,2021-22,0.7697,,,0.7812,,,0.788625,,,Most Deprived
North Lanarkshire,SW04c,2013-14,0.828,,,0.8281,,,0.844175,,,Most Deprived
North Lanarkshire,SW04c,2015-16,0.8299,,,0.8271,,,0.85725,,,Most Deprived
North Lanarkshire,SW04c,2017-18,0.7544,,,0.8113,,,0.8064,,,Most Deprived
North Lanarkshire,SW04c,2019-20,0.775525,,,0.807797,,,0.824029625,,,Most Deprived
North Lanarkshire,SW04c,2021-22,0.7983,,,0.7882,,,0.8127,,,Most Deprived
North Lanarkshire,SW04d,2013-14,0.8327,,,0.8314,,,0.83025,,,Most Deprived
North Lanarkshire,SW04d,2015-16,0.7544,,,0.7881,,,0.79395,,,Most Deprived
North Lanarkshire,SW04d,2017-18,0.7137,,,0.7559,,,0.7460125,,,Most Deprived
North Lanarkshire,SW04d,2019-20,0.711793,,,0.754273,,,0.759915375,,,Most Deprived
North Lanarkshire,SW04d,2021-22,0.6705,,,0.7059,,,0.7146375,,,Most Deprived
North Lanarkshire,SW04e,2013-14,0.4038,,,0.4295,,,0.4412375,,,Most Deprived
North Lanarkshire,SW04e,2015-16,0.4118,,,0.4003,,,0.4384375,,,Most Deprived
North Lanarkshire,SW04e,2017-18,0.3316,,,0.3655,,,0.37995,,,Most Deprived
North Lanarkshire,SW04e,2019-20,0.325794,,,0.342778,,,0.3556655,,,Most Deprived
North Lanarkshire,SW04e,2021-22,0.2511,,,0.2969,,,0.3068625,,,Most Deprived
North Lanarkshire,SW05,2010-11,641.6483,46712,1400,427.9221,690923,31050,496.1595125,28458.625,1157.5,Most Deprived
North Lanarkshire,SW05,2011-12,580.9954,41088,1360,439.8456,703313,30750,521.5388625,29055.625,1128.75,Most Deprived
North Lanarkshire,SW05,2012-13,473.7325,32517,1320,430.3631,676961,30250,484.6462625,27163.75,1133.75,Most Deprived
North Lanarkshire,SW05,2013-14,469.9519,33235,1360,426.479,683714,30830,456.10525,25738,1158.75,Most Deprived
North Lanarkshire,SW05,2014-15,490.3996,32896,1290,440.4885,699760,30550,475.975925,26688.75,1118.75,Most Deprived
North Lanarkshire,SW05,2015-16,486.3596,32625,1290,450.1248,721622,30830,494.532825,27559.25,1111.25,Most Deprived
North Lanarkshire,SW05,2016-17,522.2806,34763,1280,469.6702,749293,30680,518.28035,28642.25,1078.75,Most Deprived
North Lanarkshire,SW05,2017-18,520.9467,35216,1300,482.7394,764620.6285,30460,532.8431625,29029.25,1035,Most Deprived
North Lanarkshire,SW05,2018-19,524.4729,36818,1350,521.3833,802784.1762,29610,545.562525,29642.125,1030,Most Deprived
North Lanarkshire,SW05,2019-20,504.4354,35673.6667,1360,539.1006,844500.9438,30125,563.1501625,31512.08135,1050,Most Deprived
North Lanarkshire,SW05,2020-21,597.1096,39045,1257.5,637.5842,940507.0058,28367.5,658.7491875,33670.23793,988.4375,Most Deprived
North Lanarkshire,SW05,2021-22,595.6562,39492,1275,653.0677,949083.6043,27947.5,652.7052625,33395.875,987.8125,Most Deprived
North Lanarkshire,SW06,2010-11,87.43916663,6522,74589,89.68125553,90012,1003688,91.18558027,4056.625,43261.75,Most Deprived
North Lanarkshire,SW06,2011-12,91.03488265,6908,75883,92.53504916,94788,1024347,95.401601,4196.125,43613.25,Most Deprived
North Lanarkshire,SW06,2012-13,92.40137004,7284,78830,93.46901193,96841,1036076,97.18902306,4205.875,43600.125,Most Deprived
North Lanarkshire,SW06,2013-14,93.89533773,7369,78481,95.27815015,100358,1053316,96.59880672,4348.75,44379.5,Most Deprived
North Lanarkshire,SW06,2014-15,100.6358793,8198,81462,97.15186679,103949,1069964,97.96335183,4402.25,45062.625,Most Deprived
North Lanarkshire,SW06,2015-16,98.59374438,8224,83413,98.08211267,105984,1080564,98.87985191,4515.875,45448.125,Most Deprived
North Lanarkshire,SW06,2016-17,98.67212883,8382,84948,100.960923,108040,1070117,102.4669404,4665.625,45478.625,Most Deprived
North Lanarkshire,SW06,2017-18,99.44084685,8323,83698,102.8431528,107663,1046866,103.0660295,4447.375,44078.375,Most Deprived
North Lanarkshire,SW06,2018-19,100.5325063,8590,85445,103.4162212,109915,1062841,105.8422157,4580,44538.375,Most Deprived
North Lanarkshire,SW06,2019-20,106.3237047,9007,84713,104.8890549,112873,1076118,105.3473903,4552.25,44343.625,Most Deprived
North Lanarkshire,SW06,2020-21,122.5266362,6762,55188,120.1999867,91887,764451,118.7938212,3669.875,30597.5,Most Deprived
North Lanarkshire,SW06,2021-22,114.7388602,7900,68852,106.7436453,98102,919043,109.9056222,4035.125,37302.125,Most Deprived
North Lanarkshire,SW06,2022-23,113.7960461,8001,70310,101.6757819,94572,930133,104.0972382,3890,37750.875,Most Deprived
North Lanarkshire,SW07,2011-12,0.698630137,,,0.808661194,,,0.774175683,,,Most Deprived
North Lanarkshire,SW07,2012-13,0.744966443,,,0.802121128,,,0.803199358,,,Most Deprived
North Lanarkshire,SW07,2013-14,0.713286713,,,0.802,,,0.821823503,,,Most Deprived
North Lanarkshire,SW07,2014-15,0.774509804,,,0.812234043,,,0.822868969,,,Most Deprived
North Lanarkshire,SW07,2015-16,0.786407767,,,0.829378531,,,0.836561684,,,Most Deprived
North Lanarkshire,SW07,2016-17,0.827411168,,,0.838,,,0.837149499,,,Most Deprived
North Lanarkshire,SW07,2017-18,0.79144385,,,0.853846154,,,0.865629936,,,Most Deprived
North Lanarkshire,SW07,2018-19,0.763636364,,,0.82173663,,,0.824201548,,,Most Deprived
North Lanarkshire,SW07,2019-20,0.833333333,,,0.817997097,,,0.848582778,,,Most Deprived
North Lanarkshire,SW07,2020-21,0.801,,,0.825,,,0.842375,,,Most Deprived
North Lanarkshire,SW07,2021-22,0.780821918,,,0.757977122,,,0.796710146,,,Most Deprived
North Lanarkshire,SW07,2022-23,0.77,,,0.75,,,0.78625,,,Most Deprived
Orkney Islands,C&L01,2010-11,3.55,1200,337980,3.55,161442,45459818,3.01125,3076.125,923124.125,Rural
Orkney Islands,C&L01,2011-12,3.7,1250,338095,3.23,155520,48202343,3.03875,3213.375,1036476,Rural
Orkney Islands,C&L01,2012-13,1.56,638,410240,3.14,162008,51624697,2.77125,3172.625,1065939,Rural
Orkney Islands,C&L01,2013-14,1.18,521,442961,3.19,170069,53320837,2.73125,2953.5,1040247.5,Rural
Orkney Islands,C&L01,2014-15,1.22,442,363191,2.96,156176,52705262,2.95875,3050.75,993567.375,Rural
Orkney Islands,C&L01,2015-16,1.41,541,382586,2.92,154934,53084305,2.87,2939,1012156.625,Rural
Orkney Islands,C&L01,2016-17,1.17,465,397546,2.9,156805,54042338,2.72875,2994.875,1006353.5,Rural
Orkney Islands,C&L01,2017-18,1.07,468,435701,2.72,146756,53992733,2.3475,2485,1072249,Rural
Orkney Islands,C&L01,2018-19,1.08,495,458413,2.61,142450,54526069,2.35125,2535.875,1100968.875,Rural
Orkney Islands,C&L01,2019-20,1.21,532,440116,2.74,142479.552,52045545,2.37875,2728.5,1115131,Rural
Orkney Islands,C&L01,2020-21,7.16,475,66358,40.3,183834,4561548,23.37,3253.5,144847.375,Rural
Orkney Islands,C&L01,2021-22,2.68,574,214541,6.44,170677,26512151,5.435,3189,585801,Rural
Orkney Islands,C&L02,2010-11,6.78,967,142530,3.41,108363,31800305,4.305,2149.25,709768.5,Rural
Orkney Islands,C&L02,2011-12,7.07,1003,141934,3.26,104498,32074635,4.13125,2142.125,702487.75,Rural
Orkney Islands,C&L02,2012-13,6.25,842,134678,3.15,104157,33066250,4.035,2160,723762.5,Rural
Orkney Islands,C&L02,2013-14,6.67,846,126922,2.57,103957,40415254,3.84,2195.375,731184,Rural
Orkney Islands,C&L02,2014-15,7.26,904,124446,2.45,100317,40898758,3.92875,2173.875,732029.75,Rural
Orkney Islands,C&L02,2015-16,2.76,839,303790,2.45,100980,41281169,3.43875,2224.125,787958.125,Rural
Orkney Islands,C&L02,2016-17,2.5,763,305590,1.98,92761,46773860,3.33125,2168.5,854664.625,Rural
Orkney Islands,C&L02,2017-18,2.65,788,297239,2.07,89568,43252956,3.135,1977.5,899743,Rural
Orkney Islands,C&L02,2018-19,0.31,737,2364923,2.05,90328,44030770,2.78125,1961.25,1159105.375,Rural
Orkney Islands,C&L02,2019-20,0.53,733,1391309,1.99,89908.2567,45152917,2.36,1965.5,1173448,Rural
Orkney Islands,C&L02,2020-21,0.34,680,1981332,2.88,86023,29888610,7.19,1612,912349.875,Rural
Orkney Islands,C&L02,2021-22,0.51,712,1389900,2.91,89241,30702692,5.11375,1703.375,853441.75,Rural
Orkney Islands,C&L03,2010-11,8.31,434,52246,4.2,38949,9270129,4.92,892.875,258769,Rural
Orkney Islands,C&L03,2011-12,6.39,327,51139,3.47,40650,11707609,4.2475,843.125,290330.875,Rural
Orkney Islands,C&L03,2012-13,8.81,418,47452,3.58,39790,11102498,4.4975,739.875,259268,Rural
Orkney Islands,C&L03,2013-14,8.86,351,39606,3.34,39021,11670085,4.3275,813.75,239906.375,Rural
Orkney Islands,C&L03,2014-15,5.82,324,55685,3.33,39695,11917948,4.25375,832.875,264155.875,Rural
Orkney Islands,C&L03,2015-16,5.51,353,64119,3.04,38558,12663109,4.2775,805.875,263475.375,Rural
Orkney Islands,C&L03,2016-17,4.73,352,74390,3.31,41323,12466473,3.83,741,283204.125,Rural
Orkney Islands,C&L03,2017-18,4.82,348,72176,3.5,41291,11809426,3.80875,775.5,306622.625,Rural
Orkney Islands,C&L03,2018-19,6.41,367,57229,3.47,41922,12070238,4.445,791.375,259876.5,Rural
Orkney Islands,C&L03,2019-20,5.85,350,59853,3.27,41025.4182,12546007,4.40875,777.875,266978.875,Rural
Orkney Islands,C&L03,2020-21,204.93,366,1786,10.19,40427,3965942,70.64625,749.5,123395.375,Rural
Orkney Islands,C&L03,2021-22,17,356,20944,4.75,41624,8758605,13.56125,822.375,231976.625,Rural
Orkney Islands,C&L04,2010-11,17752.36,357,20110,25930.18,135410,5222100,17496.4575,2135.125,110796.25,Rural
Orkney Islands,C&L04,2011-12,14781.75,298,20160,24280.66,127590,5254800,18841.51625,2235.5,111188.75,Rural
Orkney Islands,C&L04,2012-13,11518.81,248,21530,23662.3,125732,5313600,16968.78625,2250.375,114023.75,Rural
Orkney Islands,C&L04,2013-14,12749.19,275,21570,23296.36,124116,5327700,15048.7375,1918.625,114381.25,Rural
Orkney Islands,C&L04,2014-15,19314.5,417,21590,23405.64,125164,5347600,15587.32,1912.125,114662.5,Rural
Orkney Islands,C&L04,2015-16,15689.89,340,21670,21794.16,117100,5373000,14660.9775,1808,114825,Rural
Orkney Islands,C&L04,2016-17,16521.74,361,21850,20833.53,112599,5404700,15008.26875,1836.375,115011.25,Rural
Orkney Islands,C&L04,2017-18,16409.09,361,22000,19811.79,107475,5424800,16189.97,1939.5,115005,Rural
Orkney Islands,C&L04,2018-19,14781.43,328,22190,20139.11,109518.5,5438100,15029.91,1760.75,114917.5,Rural
Orkney Islands,C&L04,2019-20,16479.57,367,22270,20112.3,109879.5175,5463300,14715.05375,1759.375,114898.75,Rural
Orkney Islands,C&L04,2020-21,16428.57,368,22400,19111.78,104465,5466000,14157.53875,1572.625,114617.5,Rural
Orkney Islands,C&L04,2021-22,17790.59,401,22540,20336.68,111443,5479900,17204,1964.25,115487.5,Rural
Orkney Islands,C&L05a,2010-14,0.933,,,0.825,,,0.821625,,,Rural
Orkney Islands,C&L05a,2012-15,0.943,,,0.803,,,0.805,,,Rural
Orkney Islands,C&L05a,2013-16,0.957,,,0.773,,,0.79625,,,Rural
Orkney Islands,C&L05a,2014-17,0.94,,,0.747,,,0.771,,,Rural
Orkney Islands,C&L05a,2015-18,0.933,,,0.73,,,0.7425,,,Rural
Orkney Islands,C&L05a,2016-19,0.91,,,0.724,,,0.707875,,,Rural
Orkney Islands,C&L05a,2017-20,0.917,,,0.724,,,0.698,,,Rural
Orkney Islands,C&L05a,2018-21,0.91,,,0.744,,,0.736625,,,Rural
Orkney Islands,C&L05a,2019-22,0.907,,,0.74,,,0.761375,,,Rural
Orkney Islands,C&L05b,2010-14,0.914,,,0.85,,,0.839,,,Rural
Orkney Islands,C&L05b,2012-15,0.913,,,0.86,,,0.84525,,,Rural
Orkney Islands,C&L05b,2013-16,0.913,,,0.857,,,0.849,,,Rural
Orkney Islands,C&L05b,2014-17,0.903,,,0.86,,,0.847875,,,Rural
Orkney Islands,C&L05b,2015-18,0.88,,,0.857,,,0.8145,,,Rural
Orkney Islands,C&L05b,2016-19,0.781,,,0.848,,,0.775875,,,Rural
Orkney Islands,C&L05b,2017-20,0.731,,,0.85,,,0.737,,,Rural
Orkney Islands,C&L05b,2018-21,0.735,,,0.855,,,0.78375,,,Rural
Orkney Islands,C&L05b,2019-22,0.82,,,0.873,,,0.83875,,,Rural
Orkney Islands,C&L05c,2010-14,0.875,,,0.765,,,0.703625,,,Rural
Orkney Islands,C&L05c,2012-15,0.93,,,0.763,,,0.69025,,,Rural
Orkney Islands,C&L05c,2013-16,0.94,,,0.74,,,0.67325,,,Rural
Orkney Islands,C&L05c,2014-17,0.933,,,0.72,,,0.65825,,,Rural
Orkney Islands,C&L05c,2015-18,0.903,,,0.7,,,0.64,,,Rural
Orkney Islands,C&L05c,2016-19,0.858,,,0.693,,,0.62275,,,Rural
Orkney Islands,C&L05c,2017-20,0.861,,,0.693,,,0.617125,,,Rural
Orkney Islands,C&L05c,2018-21,0.838,,,0.713,,,0.64975,,,Rural
Orkney Islands,C&L05c,2019-22,0.85,,,0.73,,,0.68425,,,Rural
Orkney Islands,C&L05d,2010-14,0.901,,,0.775,,,0.781375,,,Rural
Orkney Islands,C&L05d,2012-15,0.94,,,0.78,,,0.77375,,,Rural
Orkney Islands,C&L05d,2013-16,0.94,,,0.757,,,0.757875,,,Rural
Orkney Islands,C&L05d,2014-17,0.933,,,0.74,,,0.7325,,,Rural
Orkney Islands,C&L05d,2015-18,0.9,,,0.727,,,0.71125,,,Rural
Orkney Islands,C&L05d,2016-19,0.873,,,0.714,,,0.691125,,,Rural
Orkney Islands,C&L05d,2017-20,0.873,,,0.701,,,0.67175,,,Rural
Orkney Islands,C&L05d,2018-21,0.859,,,0.718,,,0.708875,,,Rural
Orkney Islands,C&L05d,2019-22,0.863,,,0.723,,,0.73325,,,Rural
Orkney Islands,CHN01,2010-11,8581.14,11739,1368,4834.5,1763933.499,364864,6440.2125,43941.5,8106.25,Rural
Orkney Islands,CHN01,2011-12,8192.7,11224,1370,4771.39,1746184.828,365970,6408.035,43514.25,8109.875,Rural
Orkney Islands,CHN01,2012-13,8132.54,11597,1426,4734.37,1752747.89,370218,6390.7625,43422.625,8141.75,Rural
Orkney Islands,CHN01,2013-14,8305.84,12085,1455,4716.26,1777657.006,376921,6431.47875,44713.625,8266.75,Rural
Orkney Islands,CHN01,2014-15,8036.99,12168,1514,4643.56,1786616,384751,6163.98375,44222.75,8413.125,Rural
Orkney Islands,CHN01,2015-16,8276.15,12737,1539,4710.21,1840217.479,390687,6214.2425,45528,8487.375,Rural
Orkney Islands,CHN01,2016-17,8265.65,13068,1581,4805.69,1904193.259,396237,6329.39875,46026.625,8525.625,Rural
Orkney Islands,CHN01,2017-18,8314.83,13179,1585,4988.83,1994783.253,399850,6527.53875,47926.125,8581.375,Rural
Orkney Islands,CHN01,2018-19,8545.28,13493,1579,5236.56,2093655,399815,6658.94375,48243.875,8528.625,Rural
Orkney Islands,CHN01,2019-20,8856.96,13932,1573,5615.8,2236964.641,398334,7099.87,51101.375,8471.5,Rural
Orkney Islands,CHN01,2020-21,9217.64,14315,1553,5915.89,2330607,393957,7416.10875,53303.625,8345.375,Rural
Orkney Islands,CHN01,2021-22,10133.38,15423,1522,6336.52,2473228,390313,7834.69375,55386.875,8267.375,Rural
Orkney Islands,CHN02,2010-11,8984.72,12345,1374,6384.16,1918011.499,300433,8072.9425,48616.875,6962.125,Rural
Orkney Islands,CHN02,2011-12,9468,12280,1297,6290.02,1865085.828,296515,8155.6875,47673.625,6817.75,Rural
Orkney Islands,CHN02,2012-13,9779.84,12127,1240,6400.93,1875292.89,292972,8401.74375,47675.625,6681.5,Rural
Orkney Islands,CHN02,2013-14,10433.5,12395,1188,6509.54,1878510.006,288578,8610.40625,48210.5,6535.625,Rural
Orkney Islands,CHN02,2014-15,10920.73,12537,1148,6564.98,1865558.039,284168,8284.52625,45841.25,6416.125,Rural
Orkney Islands,CHN02,2015-16,11555.06,13011,1126,6694.69,1883583.479,281355,8539.52875,46718.625,6333.5,Rural
Orkney Islands,CHN02,2016-17,11968.72,13393,1119,6814.4,1910811.259,280408,8739.04375,47046.5,6320.375,Rural
Orkney Islands,CHN02,2017-18,11559.06,13212,1143,6888.43,1938437.253,281405,8849.9275,47405.375,6300.5,Rural
Orkney Islands,CHN02,2018-19,11112.13,13379,1204,7171.62,2047963,285565,8940.06625,48710.375,6372.875,Rural
Orkney Islands,CHN02,2019-20,11218.83,13586,1211,7546.29,2199525.818,291471,9322.1025,52309.5,6452.125,Rural
Orkney Islands,CHN02,2020-21,11994.4,15005,1251,7656.72,2304322,300954,9611.29125,54785.625,6589,Rural
Orkney Islands,CHN02,2021-22,12362.92,15738,1273,7902.74,2424647,306811,9932.405,56932.75,6695.75,Rural
Orkney Islands,CHN03,2010-11,2330.77,909,390,3343.6,307778,92050,3353.43125,8058.75,2835,Least Deprived
Orkney Islands,CHN03,2011-12,2437.84,902,370,3082.54,292441,94870,2804.545,7580.125,2883.75,Least Deprived
Orkney Islands,CHN03,2012-13,2455.53,911,371,3097.18,303477,97985,3213.96375,8599.125,2999.5,Least Deprived
Orkney Islands,CHN03,2013-14,2405.76,919,382,3001.24,308741,102871,3098.7325,8927.375,3205,Least Deprived
Orkney Islands,CHN03,2014-15,2677.84,1039,388,3303.4,335173,101463,3487.9925,9933,3110.625,Least Deprived
Orkney Islands,CHN03,2015-16,3512.95,1356,386,3841.13,373596,97262,3891.31625,10737.875,3031.625,Least Deprived
Orkney Islands,CHN03,2016-17,3904.28,1550,397,4200.19,407255,96961,4398.1025,12060.5,3067,Least Deprived
Orkney Islands,CHN03,2017-18,3804.94,1541,405,4430.23,424828,95893,4413.98,12192,3036.5,Least Deprived
Orkney Islands,CHN03,2018-19,4655.08,1741,374,5018.35,484517,96549,4972.2325,13577.375,3051.75,Least Deprived
Orkney Islands,CHN03,2019-20,5585.43,2223,398,6749.37,650470.1636,96375,6576.1125,18888,3057.625,Least Deprived
Orkney Islands,CHN03,2020-21,8276.97,2839,343,9273.35,835770,90126,9302.7575,26492.375,2868,Least Deprived
Orkney Islands,CHN03,2021-22,8500,3145,370,10307.84,944229,91603,10663.7,29446.25,2858.5,Least Deprived
Orkney Islands,CHN04,2011-12,0.56,,,0.51,,,0.59625,,,Least Deprived
Orkney Islands,CHN04,2012-13,0.59,,,0.53,,,0.60875,,,Least Deprived
Orkney Islands,CHN04,2013-14,0.62,,,0.55,,,0.62375,,,Least Deprived
Orkney Islands,CHN04,2014-15,0.6,,,0.57,,,0.64,,,Least Deprived
Orkney Islands,CHN04,2015-16,0.64,,,0.59,,,0.6625,,,Least Deprived
Orkney Islands,CHN04,2016-17,0.65,,,0.6,,,0.68125,,,Least Deprived
